tic,shortname,longname,listing,type,desired_page,no_headlines,last_date,last_headline,last_url,no_records,next_report_date,last_report_date
PANW,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc.",NASDAQ,stocks,9999,3,2025-09-03 14:00:00+00:00,CrowdStrike Rises 21% YTD: Is the Stock Worth Buying Now?,https://www.nasdaq.com/articles/crowdstrike-rises-21-ytd-stock-worth-buying-now,0,2025-11-19 00:00:00,2025-08-18 00:00:00
PARA,Paramount Global,Paramount Global,NASDAQ,stocks,0,0,2025-06-17 04:00:00+00:00,"Roku Partners With Amazon Ads: Should You Buy, Sell or Hold the Stock?",https://www.nasdaq.com/articles/roku-partners-amazon-ads-should-you-buy-sell-or-hold-stock,145,,2025-07-31 00:00:00
PAYC,"Paycom Software, Inc.","Paycom Software, Inc.",NYSE,stocks,9999,0,2025-09-03 19:00:00+00:00,Who Wins When Interest Rates Move?,https://www.nasdaq.com/articles/who-wins-when-interest-rates-move,0,2025-10-29 00:00:00,2025-08-06 00:00:00
PAYX,"Paychex, Inc.","Paychex, Inc.",NASDAQ,stocks,9999,1,2025-09-03 04:00:00+00:00,Validea's Top Industrial Stocks Based On Warren Buffett - 9/2/2025,https://www.nasdaq.com/articles/valideas-top-industrial-stocks-based-warren-buffett-9-2-2025,0,2025-09-29 00:00:00,2025-03-26 00:00:00
PCAR,PACCAR Inc.,PACCAR Inc,NASDAQ,stocks,9999,2,2025-08-22 04:00:00+00:00,PCAR Crosses Above Key Moving Average Level,https://www.nasdaq.com/articles/pcar-crosses-above-key-moving-average-level,0,2025-10-28 00:00:00,2025-07-22 00:00:00
PCG,Pacific Gas & Electric Co.,PG&E Corporation,NYSE,stocks,9999,5,2025-08-29 04:00:00+00:00,PG&E's Preferred Shares Cross 7% Yield Mark,https://www.nasdaq.com/articles/pges-preferred-shares-cross-7-yield-mark-1,0,2025-11-06 00:00:00,2025-07-31 00:00:00
PEG,Public Service Enterprise Group,Public Service Enterprise Group Incorporated,NYSE,stocks,9999,0,2025-08-28 04:00:00+00:00,VST vs. PEG: Which Utility Stock Can Provide Better Return Long-Term?,https://www.nasdaq.com/articles/vst-vs-peg-which-utility-stock-can-provide-better-return-long-term,0,2025-11-03 00:00:00,2025-08-05 00:00:00
PEP,"Pepsico, Inc.","PepsiCo, Inc.",NASDAQ,stocks,9999,11,2025-09-03 18:00:00+00:00,Stocks Retreat as Bond Yields Climb,https://www.nasdaq.com/articles/stocks-retreat-bond-yields-climb,0,2025-10-09 00:00:00,2025-07-17 00:00:00
PFE,"Pfizer, Inc.",Pfizer Inc.,NYSE,stocks,9999,9,2025-09-03 17:00:00+00:00,Pfizer Reaffirms Transparency Commitment On COVID-19 Vaccine Data,https://www.nasdaq.com/articles/pfizer-reaffirms-transparency-commitment-covid-19-vaccine-data,0,2025-11-04 00:00:00,2025-08-05 00:00:00
PFG,Principal Financial Group Inc,"Principal Financial Group, Inc.",NASDAQ,stocks,9999,0,2025-09-03 04:00:00+00:00,"Ex-Dividend Reminder: Eastern Bankshares, Principal Financial Group and Pjt Partners",https://www.nasdaq.com/articles/ex-dividend-reminder-eastern-bankshares-principal-financial-group-and-pjt-partners,0,2025-10-23 00:00:00,2025-07-28 00:00:00
PG,Procter & Gamble Company (The),The Procter & Gamble Company,NYSE,stocks,9999,0,2025-09-03 16:00:00+00:00,FlexShares Quality Dividend Index Fund Experiences Big Inflow,https://www.nasdaq.com/articles/flexshares-quality-dividend-index-fund-experiences-big-inflow,0,2025-10-24 00:00:00,2025-07-29 00:00:00
PGR,Progressive Corporation (The),The Progressive Corporation,NYSE,stocks,9999,8,2025-09-03 04:00:00+00:00,"Zacks.com featured highlights include Vertiv Holdings, The Progressive, Bank OZK, TransUnion and The Mosaic",https://www.nasdaq.com/articles/zackscom-featured-highlights-include-vertiv-holdings-progressive-bank-ozk-transunion-and,0,2025-10-21 00:00:00,2025-07-16 00:00:00
PH,Parker-Hannifin Corporation,Parker-Hannifin Corporation,NYSE,stocks,9999,1,2025-09-03 16:00:00+00:00,"Notable ETF Inflow Detected - DYNF, CSCO, PH, COF",https://www.nasdaq.com/articles/notable-etf-inflow-detected-dynf-csco-ph-cof,0,2025-10-29 00:00:00,2025-05-01 00:00:00
PHM,"PulteGroup, Inc.","PulteGroup, Inc.",NYSE,stocks,9999,15,2025-08-29 04:00:00+00:00,Can D.R. Horton Sustain EPS Growth With Housing Demand Cooling?,https://www.nasdaq.com/articles/can-dr-horton-sustain-eps-growth-housing-demand-cooling,0,2025-10-21 00:00:00,2025-07-22 00:00:00
PKG,Packaging Corporation of Americ,Packaging Corporation of America,NYSE,stocks,9999,0,2025-09-03 17:00:00+00:00,GEF Boosts Debt-Reduction Efforts With Sale of Containerboard Business,https://www.nasdaq.com/articles/gef-boosts-debt-reduction-efforts-sale-containerboard-business,0,2025-10-28 00:00:00,2025-07-23 00:00:00
PLTR,Palantir Technologies Inc.,Palantir Technologies Inc.,NASDAQ,stocks,9999,21,2025-09-04 09:00:00+00:00,Here's the Eye-Popping Amount Nvidia's Stock Would Be Worth If It Traded Like Palantir,https://www.nasdaq.com/articles/heres-eye-popping-amount-nvidias-stock-would-be-worth-if-it-traded-palantir,0,2025-11-03 00:00:00,2025-08-04 00:00:00
PM,Philip Morris International Inc,Philip Morris International Inc.,NYSE,stocks,9999,5,2025-09-03 12:00:00+00:00,These Were the Market's 5 Biggest Giants of 1985 -- Here's Who Holds the Crown Now,https://www.nasdaq.com/articles/these-were-markets-5-biggest-giants-1985-heres-who-holds-crown-now,0,2025-10-28 00:00:00,2025-07-22 00:00:00
PNC,"PNC Financial Services Group, I","The PNC Financial Services Group, Inc.",NYSE,stocks,9999,5,2025-08-29 04:00:00+00:00,Why Is Evercore (EVR) Up 8% Since Last Earnings Report?,https://www.nasdaq.com/articles/why-evercore-evr-8-last-earnings-report,0,2025-10-15 00:00:00,2025-07-16 00:00:00
PNR,Pentair plc.,Pentair plc,NYSE,stocks,9999,0,2025-08-29 04:00:00+00:00,"Zacks Industry Outlook Highlights Montrose Environmental Group, Zurn Elkay Water Solutions and Pentair",https://www.nasdaq.com/articles/zacks-industry-outlook-highlights-montrose-environmental-group-zurn-elkay-water-solutions,0,2025-10-28 00:00:00,2025-07-22 00:00:00
PNW,Pinnacle West Capital Corporati,Pinnacle West Capital Corporation,NYSE,stocks,9999,0,2025-08-29 04:00:00+00:00,Pinnacle West Benefits From Investments & Expanding Customer Base,https://www.nasdaq.com/articles/pinnacle-west-benefits-investments-expanding-customer-base,0,2025-11-05 00:00:00,2025-08-06 00:00:00
PODD,Insulet Corporation,Insulet Corporation,NASDAQ,stocks,9999,0,2025-08-22 04:00:00+00:00,Insulet Gains 77.2% in a Year: What's Driving the Rally?,https://www.nasdaq.com/articles/insulet-gains-772-year-whats-driving-rally,0,2025-11-06 00:00:00,2025-08-07 00:00:00
POOL,Pool Corporation,Pool Corporation,NASDAQ,stocks,9999,1,2025-09-02 04:00:00+00:00,Billionaire Warren Buffett Sold 41% of Berkshire's Stake in Bank of America and Is Piling Into 2 Magnificent Stocks for a 4th Straight Quarter,https://www.nasdaq.com/articles/billionaire-warren-buffett-sold-41-berkshires-stake-bank-america-and-piling-2-magnificent,0,2025-10-23 00:00:00,2025-07-24 00:00:00
PPG,"PPG Industries, Inc.","PPG Industries, Inc.",NYSE,stocks,9999,0,2025-08-28 04:00:00+00:00,Why Is PPG Industries (PPG) Up 5.5% Since Last Earnings Report?,https://www.nasdaq.com/articles/why-ppg-industries-ppg-55-last-earnings-report,0,2025-10-15 00:00:00,2025-07-29 00:00:00
PPL,PPL Corporation,PPL Corporation,NYSE,stocks,9999,3,2025-09-03 04:00:00+00:00,How Is PPL Empowering Customers Through Energy Efficiency?,https://www.nasdaq.com/articles/how-ppl-empowering-customers-through-energy-efficiency,0,2025-10-30 00:00:00,2025-02-13 00:00:00
PRU,"Prudential Financial, Inc.","Prudential Financial, Inc.",NYSE,stocks,9999,2,2025-09-03 16:00:00+00:00,EverQuote (EVER) Down 2.1% Since Last Earnings Report: Can It Rebound?,https://www.nasdaq.com/articles/everquote-ever-down-21-last-earnings-report-can-it-rebound,0,2025-10-28 00:00:00,2025-02-04 00:00:00
PSA,Public Storage,Public Storage,NYSE,stocks,9999,2,2025-08-27 04:00:00+00:00,"Daily Dividend Report: ZBH,RY,PSA,TGNA,FMNB",https://www.nasdaq.com/articles/daily-dividend-report-zbhrypsatgnafmnb,0,2025-10-29 00:00:00,2025-07-30 00:00:00
PSX,Phillips 66,Phillips 66,NYSE,stocks,9999,3,2025-09-04 07:00:00+00:00,Stocks Supported as Chances Improve for a Fed Rate Cut,https://www.nasdaq.com/articles/stocks-supported-chances-improve-fed-rate-cut,0,2025-11-04 00:00:00,2025-07-25 00:00:00
PTC,PTC Inc.,PTC Inc.,NASDAQ,stocks,9999,2,2025-09-03 04:00:00+00:00,Prediction: PTC Will Soar Over the Next 3 Years. Here's 1 Reason Why.,https://www.nasdaq.com/articles/prediction-ptc-will-soar-over-next-3-years-heres-1-reason-why,0,2025-11-05 00:00:00,2025-07-30 00:00:00
PWR,"Quanta Services, Inc.","Quanta Services, Inc.",NYSE,stocks,9999,0,2025-09-03 14:00:00+00:00,PRIM Targets $2.5B in Renewables: Will Solar Growth Support Margins?,https://www.nasdaq.com/articles/prim-targets-25b-renewables-will-solar-growth-support-margins,0,2025-10-30 00:00:00,2025-07-31 00:00:00
PYPL,"PayPal Holdings, Inc.","PayPal Holdings, Inc.",NASDAQ,stocks,9999,12,2025-09-03 19:00:00+00:00,Who Wins When Interest Rates Move?,https://www.nasdaq.com/articles/who-wins-when-interest-rates-move,0,2025-11-04 00:00:00,2025-07-29 00:00:00
QCOM,QUALCOMM Incorporated,QUALCOMM Incorporated,NASDAQ,stocks,9999,6,2025-09-03 18:00:00+00:00,Stocks Retreat as Bond Yields Climb,https://www.nasdaq.com/articles/stocks-retreat-bond-yields-climb,0,2025-11-05 00:00:00,2025-07-30 00:00:00
QQQ,"Invesco QQQ Trust, Series 1",Invesco QQQ Trust,,etf,9999,15,2025-09-04 07:00:00+00:00,Stocks Supported as Chances Improve for a Fed Rate Cut,https://www.nasdaq.com/articles/stocks-supported-chances-improve-fed-rate-cut,0,1990-01-01 00:00:00,1990-01-01 00:00:00
QRVO,"Qorvo, Inc.","Qorvo, Inc.",NASDAQ,stocks,9999,0,2025-08-28 04:00:00+00:00,Why Is Qorvo (QRVO) Up 6.3% Since Last Earnings Report?,https://www.nasdaq.com/articles/why-qorvo-qrvo-63-last-earnings-report,0,2025-11-04 00:00:00,2025-07-29 00:00:00
RCL,Royal Caribbean Cruises Ltd.,Royal Caribbean Cruises Ltd.,NYSE,stocks,9999,4,2025-09-03 16:00:00+00:00,Why Is Marriott Vacations Worldwide (VAC) Up 5.8% Since Last Earnings Report?,https://www.nasdaq.com/articles/why-marriott-vacations-worldwide-vac-58-last-earnings-report,0,2025-11-04 00:00:00,2025-07-29 00:00:00
REG,Regency Centers Corporation,Regency Centers Corporation,NASDAQ,stocks,9999,2,2025-09-03 15:00:00+00:00,5 Reasons to Add Regency Centers Stock to Your Portfolio Now,https://www.nasdaq.com/articles/5-reasons-add-regency-centers-stock-your-portfolio-now-0,0,2025-10-27 00:00:00,2025-02-06 00:00:00
REGN,"Regeneron Pharmaceuticals, Inc.","Regeneron Pharmaceuticals, Inc.",NASDAQ,stocks,9999,3,2025-09-03 16:00:00+00:00,Why Is Axsome (AXSM) Up 19.2% Since Last Earnings Report?,https://www.nasdaq.com/articles/why-axsome-axsm-192-last-earnings-report,0,2025-10-29 00:00:00,2025-02-04 00:00:00
RF,Regions Financial Corporation,Regions Financial Corporation,NYSE,stocks,9999,2,2025-09-03 16:00:00+00:00,Regions Financial Named Top Dividend Stock With Insider Buying and 3.94% Yield (RF),https://www.nasdaq.com/articles/regions-financial-named-top-dividend-stock-insider-buying-and-394-yield-rf,0,2025-10-17 00:00:00,2025-01-17 00:00:00
RHI,Robert Half Inc.,Robert Half Inc.,NYSE,stocks,9999,0,2025-08-22 04:00:00+00:00,Why Is Robert Half (RHI) Down 9.7% Since Last Earnings Report?,https://www.nasdaq.com/articles/why-robert-half-rhi-down-97-last-earnings-report,0,2025-10-28 00:00:00,2025-07-23 00:00:00
RJF,"Raymond James Financial, Inc.","Raymond James Financial, Inc.",NYSE,stocks,9999,3,2025-08-28 04:00:00+00:00,Stock Market Today: American Airlines Rises Despite Raymond James Downgrade,https://www.nasdaq.com/articles/stock-market-today-american-airlines-rises-despite-raymond-james-downgrade,0,2025-10-22 00:00:00,2025-07-23 00:00:00
RKLB,"Rocket Lab USA, Inc.","Rocket Lab USA, Inc.",NASDAQ,stocks,9999,500,2025-09-04 09:47:00+00:00,"If You'd Invested $10,000 in Rocket Lab Stock 3 Years Ago, Here's How Much You'd Have Today",https://www.nasdaq.com/articles/if-youd-invested-10000-rocket-lab-stock-3-years-ago-heres-how-much-youd-have-today,0,2025-11-11 00:00:00,2025-08-07 00:00:00
RL,Ralph Lauren Corporation,Ralph Lauren Corporation,NYSE,stocks,9999,3,2025-09-03 13:00:00+00:00,"Ralph Lauren Corporation (RL) Hit a 52 Week High, Can the Run Continue?",https://www.nasdaq.com/articles/ralph-lauren-corporation-rl-hit-52-week-high-can-run-continue,0,2025-11-06 00:00:00,2025-08-07 00:00:00
RMD,ResMed Inc.,ResMed Inc.,NYSE,stocks,9999,0,2025-09-01 04:00:00+00:00,Validea's Top Health Care Stocks Based On Benjamin Graham - 9/1/2025,https://www.nasdaq.com/articles/valideas-top-health-care-stocks-based-benjamin-graham-9-1-2025,0,2025-10-23 00:00:00,2025-07-31 00:00:00
ROK,"Rockwell Automation, Inc.","Rockwell Automation, Inc.",NYSE,stocks,9999,0,2025-08-14 04:00:00+00:00,"Ex-Dividend Reminder: Cognizant Technology Solutions, Rockwell Automation and Ryder System",https://www.nasdaq.com/articles/ex-dividend-reminder-cognizant-technology-solutions-rockwell-automation-and-ryder-system,0,2025-11-06 00:00:00,2025-08-06 00:00:00
ROL,"Rollins, Inc.","Rollins, Inc.",NYSE,stocks,9999,0,2025-08-22 04:00:00+00:00,Rollins (ROL) Down 0.1% Since Last Earnings Report: Can It Rebound?,https://www.nasdaq.com/articles/rollins-rol-down-01-last-earnings-report-can-it-rebound,0,2025-10-22 00:00:00,2025-07-23 00:00:00
ROP,"Roper Technologies, Inc.","Roper Technologies, Inc.",NASDAQ,stocks,9999,1,2025-09-03 04:00:00+00:00,ROP Quantitative Stock Analysis - Martin Zweig,https://www.nasdaq.com/articles/rop-quantitative-stock-analysis-martin-zweig-0,0,2025-10-22 00:00:00,2025-07-21 00:00:00
ROST,"Ross Stores, Inc.","Ross Stores, Inc.",NASDAQ,stocks,9999,3,2025-09-03 04:00:00+00:00,"Tuesday Sector Leaders: Energy, Services",https://www.nasdaq.com/articles/tuesday-sector-leaders-energy-services,0,2025-11-20 00:00:00,2025-08-21 00:00:00
RSG,"Republic Services, Inc.","Republic Services, Inc.",NYSE,stocks,9999,1,2025-08-29 04:00:00+00:00,Why Is Clean Harbors (CLH) Up 3.3% Since Last Earnings Report?,https://www.nasdaq.com/articles/why-clean-harbors-clh-33-last-earnings-report,0,2025-11-04 00:00:00,2025-07-29 00:00:00
RTX,RTX Corporation,RTX Corporation,NYSE,stocks,9999,6,2025-09-03 15:00:00+00:00,RTX's Commercial Aftermarket Liftoff: Can It Overcome Tariff Gravity?,https://www.nasdaq.com/articles/rtxs-commercial-aftermarket-liftoff-can-it-overcome-tariff-gravity,0,2025-10-28 00:00:00,2025-07-22 00:00:00
RVTY,"Revvity, Inc.","Revvity, Inc.",NYSE,stocks,9999,0,2025-08-27 04:00:00+00:00,"Wednesday Sector Laggards: Healthcare, Industrial",https://www.nasdaq.com/articles/wednesday-sector-laggards-healthcare-industrial,0,2025-11-03 00:00:00,2025-07-28 00:00:00
SBAC,SBA Communications Corporation,SBA Communications Corporation,NASDAQ,stocks,9999,4,2025-09-03 04:00:00+00:00,RSI Alert: SBA Communications (SBAC) Now Oversold,https://www.nasdaq.com/articles/rsi-alert-sba-communications-sbac-now-oversold,0,2025-10-27 00:00:00,2025-08-04 00:00:00
SBUX,Starbucks Corporation,Starbucks Corporation,NASDAQ,stocks,9999,6,2025-09-03 20:00:00+00:00,"Noteworthy Wednesday Option Activity: AEO, JPM, SBUX",https://www.nasdaq.com/articles/noteworthy-wednesday-option-activity-aeo-jpm-sbux,0,2025-10-29 00:00:00,2025-07-29 00:00:00
SCHW,Charles Schwab Corporation (The,The Charles Schwab Corporation,NYSE,stocks,9999,8,2025-08-29 04:00:00+00:00,"Notable ETF Outflow Detected - IWB, BLK, BA, SCHW",https://www.nasdaq.com/articles/notable-etf-outflow-detected-iwb-blk-ba-schw,0,2025-10-21 00:00:00,2025-07-18 00:00:00
SHW,Sherwin-Williams Company (The),The Sherwin-Williams Company,NYSE,stocks,9999,1,2025-09-03 04:00:00+00:00,"Notable ETF Inflow Detected - DIA, HD, SHW, MCD",https://www.nasdaq.com/articles/notable-etf-inflow-detected-dia-hd-shw-mcd,0,2025-10-28 00:00:00,2025-07-22 00:00:00
SLB,Schlumberger N.V.,Schlumberger Limited,NYSE,stocks,9999,2,2025-09-04 10:15:00+00:00,Stocks Supported as Chances Improve for a Fed Rate Cut,https://www.nasdaq.com/articles/stocks-supported-chances-improve-fed-rate-cut,0,2025-10-17 00:00:00,2025-07-18 00:00:00
SNA,Snap-On Incorporated,Snap-on Incorporated,NYSE,stocks,9999,0,2025-09-03 13:00:00+00:00,"Pre-Market Most Active for Sep 3, 2025 : STI, OPEN, TSLL, GOOGL, GEG, SQQQ, NIO, M, AMCR, SMR, JOBY, SNAP",https://www.nasdaq.com/articles/pre-market-most-active-sep-3-2025-sti-open-tsll-googl-geg-sqqq-nio-m-amcr-smr-joby-snap,0,2025-10-16 00:00:00,2025-07-17 00:00:00
SNPS,"Synopsys, Inc.","Synopsys, Inc.",NASDAQ,stocks,9999,10,2025-09-03 22:00:00+00:00,Descartes Systems (DSGX) Lags Q2 Earnings Estimates,https://www.nasdaq.com/articles/descartes-systems-dsgx-lags-q2-earnings-estimates,0,2025-12-02 00:00:00,2025-05-28 00:00:00
SO,Southern Company (The),The Southern Company,NYSE,stocks,9999,2,2025-09-03 13:00:00+00:00,Southern Company Stock Is a Smart Hold in Today's Market,https://www.nasdaq.com/articles/southern-company-stock-smart-hold-todays-market,0,2025-10-30 00:00:00,2025-07-31 00:00:00
SPG,"Simon Property Group, Inc.","Simon Property Group, Inc.",NYSE,stocks,9999,1,2025-09-03 16:00:00+00:00,Why Is Simon Property (SPG) Up 5.7% Since Last Earnings Report?,https://www.nasdaq.com/articles/why-simon-property-spg-57-last-earnings-report,0,2025-11-07 00:00:00,2025-08-04 00:00:00
SPGI,S&P Global Inc.,S&P Global Inc.,NYSE,stocks,9999,2,2025-08-27 04:00:00+00:00,"Noteworthy ETF Outflows: FQAL, AZO, SPGI, HLT",https://www.nasdaq.com/articles/noteworthy-etf-outflows-fqal-azo-spgi-hlt,0,2025-10-23 00:00:00,2025-07-31 00:00:00
SPOT,Spotify Technology S.A.,Spotify Technology S.A.,NYSE,stocks,9999,3,2025-08-31 04:00:00+00:00,Tencent Music Stock Outshines Spotify as China's Music Giant,https://www.nasdaq.com/articles/tencent-music-stock-outshines-spotify-chinas-music-giant,0,2025-11-11 00:00:00,2025-07-29 00:00:00
SPY,SPDR S&P 500,SPDR S&P 500 ETF Trust,,etf,9999,16,2025-09-04 07:00:00+00:00,Stocks Supported as Chances Improve for a Fed Rate Cut,https://www.nasdaq.com/articles/stocks-supported-chances-improve-fed-rate-cut,0,1990-01-01 00:00:00,1990-01-01 00:00:00
SQQQ,ProShares UltraPro Short QQQ,ProShares UltraPro Short QQQ,,etf,9999,1,2025-09-03 13:00:00+00:00,"Pre-Market Most Active for Sep 3, 2025 : STI, OPEN, TSLL, GOOGL, GEG, SQQQ, NIO, M, AMCR, SMR, JOBY, SNAP",https://www.nasdaq.com/articles/pre-market-most-active-sep-3-2025-sti-open-tsll-googl-geg-sqqq-nio-m-amcr-smr-joby-snap,0,1990-01-01 00:00:00,1990-01-01 00:00:00
SRE,DBA Sempra,Sempra,NYSE,stocks,9999,2,2025-09-03 04:00:00+00:00,SRE Named A Top Socially Responsible Dividend Stock,https://www.nasdaq.com/articles/sre-named-top-socially-responsible-dividend-stock,0,2025-11-05 00:00:00,2025-08-07 00:00:00
STE,STERIS plc (Ireland),STERIS plc,NYSE,stocks,9999,2,2025-09-03 04:00:00+00:00,Why Steris (STE) is a Top Momentum Stock for the Long-Term,https://www.nasdaq.com/articles/why-steris-ste-top-momentum-stock-long-term,0,2025-11-05 00:00:00,2025-08-06 00:00:00
STLD,"Steel Dynamics, Inc.","Steel Dynamics, Inc.",NASDAQ,stocks,9999,0,2025-09-03 13:00:00+00:00,Nucor Gains 20% in 3 Months: How Should Investors Play the Stock?,https://www.nasdaq.com/articles/nucor-gains-20-3-months-how-should-investors-play-stock,0,2025-10-15 00:00:00,2025-07-21 00:00:00
STT,State Street Corporation,State Street Corporation,NYSE,stocks,9999,2,2025-08-21 04:00:00+00:00,Why Is KeyCorp (KEY) Down 3.1% Since Last Earnings Report?,https://www.nasdaq.com/articles/why-keycorp-key-down-31-last-earnings-report,0,2025-10-21 00:00:00,2025-07-15 00:00:00
STX,Seagate Technology Holdings PLC,Seagate Technology Holdings plc,NASDAQ,stocks,9999,5,2025-09-01 04:00:00+00:00,Validea Detailed Fundamental Analysis - STX,https://www.nasdaq.com/articles/validea-detailed-fundamental-analysis-stx-14,0,2025-10-28 00:00:00,2025-07-29 00:00:00
STZ,"Constellation Brands, Inc.","Constellation Brands, Inc.",NYSE,stocks,9999,1,2025-09-03 18:00:00+00:00,Stocks Retreat as Bond Yields Climb,https://www.nasdaq.com/articles/stocks-retreat-bond-yields-climb,0,2025-10-02 00:00:00,2025-07-01 00:00:00
SWK,"Stanley Black & Decker, Inc.","Stanley Black & Decker, Inc.",NYSE,stocks,9999,1,2025-09-04 08:00:00+00:00,Wall Street's Greatest Dividend Stock Makes for a Screaming Buy in September -- and It's a Company 99% of Investors Have Likely Never Heard of Before,https://www.nasdaq.com/articles/wall-streets-greatest-dividend-stock-makes-screaming-buy-september-and-its-company-99,0,2025-11-04 00:00:00,2025-07-29 00:00:00
SWKS,"Skyworks Solutions, Inc.","Skyworks Solutions, Inc.",NASDAQ,stocks,9999,0,2025-08-27 04:00:00+00:00,"FVAL, HPQ, SWKS, ARW: Large Outflows Detected at ETF",https://www.nasdaq.com/articles/fval-hpq-swks-arw-large-outflows-detected-etf,0,2025-11-11 00:00:00,2025-08-05 00:00:00
SYF,Synchrony Financial,Synchrony Financial,NYSE,stocks,9999,1,2025-09-03 04:00:00+00:00,August's Top S&P 500 Performers in the Financial Services Sector,https://www.nasdaq.com/articles/augusts-top-sp-500-performers-financial-services-sector,0,2025-10-15 00:00:00,2025-07-22 00:00:00
SYK,Stryker Corporation,Stryker Corporation,NYSE,stocks,9999,1,2025-09-03 04:00:00+00:00,SNN or SYK: Which Is the Better Value Stock Right Now?,https://www.nasdaq.com/articles/snn-or-syk-which-better-value-stock-right-now-0,0,2025-11-04 00:00:00,2025-07-31 00:00:00
SYY,Sysco Corporation,Sysco Corporation,NYSE,stocks,9999,0,2025-09-03 16:00:00+00:00,Why Is B&G Foods (BGS) Up 9% Since Last Earnings Report?,https://www.nasdaq.com/articles/why-bg-foods-bgs-9-last-earnings-report,0,2025-11-04 00:00:00,2025-07-29 00:00:00
T,AT&T Inc.,AT&T Inc.,NYSE,stocks,9999,8,2025-09-04 08:00:00+00:00,"As of 2025, the Average Social Security Retirement Benefit Check Is $1,976. Could Realty Income (O) Help Boost Your Retirement?",https://www.nasdaq.com/articles/2025-average-social-security-retirement-benefit-check-1976-could-realty-income-o-help,0,2025-10-22 00:00:00,2025-07-23 00:00:00
TAP,Molson Coors Beverage Company,Molson Coors Beverage Company,NYSE,stocks,9999,0,2025-09-03 15:00:00+00:00,"Ex-Dividend Reminder: General Motors, Molson Coors Beverage and Flowers Foods",https://www.nasdaq.com/articles/ex-dividend-reminder-general-motors-molson-coors-beverage-and-flowers-foods,0,2025-11-06 00:00:00,2025-08-05 00:00:00
TDG,Transdigm Group Incorporated,TransDigm Group Incorporated,NYSE,stocks,9999,3,2025-09-03 04:00:00+00:00,TransDigm Group Enters Oversold Territory (TDG),https://www.nasdaq.com/articles/transdigm-group-enters-oversold-territory-tdg-0,0,2025-11-06 00:00:00,2025-08-05 00:00:00
TDY,Teledyne Technologies Incorpora,Teledyne Technologies Incorporated,NYSE,stocks,9999,2,2025-08-28 04:00:00+00:00,Teledyne To Acquire TransponderTech Business From Saab,https://www.nasdaq.com/articles/teledyne-acquire-transpondertech-business-saab,0,2025-10-22 00:00:00,2025-07-23 00:00:00
TECH,Bio-Techne Corp,Bio-Techne Corporation,NASDAQ,stocks,9999,0,2025-08-28 04:00:00+00:00,"Thursday Sector Laggards: Consumer Products, Healthcare",https://www.nasdaq.com/articles/thursday-sector-laggards-consumer-products-healthcare,0,2025-10-29 00:00:00,2025-08-06 00:00:00
TEL,TE Connectivity Ltd. New Switze,TE Connectivity Ltd.,NYSE,stocks,9999,3,2025-09-03 04:00:00+00:00,"The Zacks Analyst Blog Highlights Keurig Dr Pepper, TE Connectivity, Corning and Tencent Music",https://www.nasdaq.com/articles/zacks-analyst-blog-highlights-keurig-dr-pepper-te-connectivity-corning-and-tencent-music,0,2025-10-29 00:00:00,2025-07-23 00:00:00
TER,"Teradyne, Inc.","Teradyne, Inc.",NASDAQ,stocks,9999,1,2025-09-03 15:00:00+00:00,"Ex-Dividend Reminder: Open Text, Teradyne and C.H. Robinson Worldwide",https://www.nasdaq.com/articles/ex-dividend-reminder-open-text-teradyne-and-ch-robinson-worldwide,0,2025-10-22 00:00:00,2025-07-29 00:00:00
TFC,Truist Financial Corporation,Truist Financial Corporation,NYSE,stocks,9999,0,2025-09-03 14:00:00+00:00,F.N.B. Announces De Novo Expansion in Southeast & Mid-Atlantic Markets,https://www.nasdaq.com/articles/fnb-announces-de-novo-expansion-southeast-mid-atlantic-markets,0,2025-10-16 00:00:00,2025-01-17 00:00:00
TFX,Teleflex Incorporated,Teleflex Incorporated,NYSE,stocks,9999,0,2025-09-03 16:00:00+00:00,Waters (WAT) Up 5.4% Since Last Earnings Report: Can It Continue?,https://www.nasdaq.com/articles/waters-wat-54-last-earnings-report-can-it-continue,0,2025-10-30 00:00:00,2025-07-31 00:00:00
TGT,Target Corporation,Target Corporation,NYSE,stocks,9999,9,2025-09-03 04:00:00+00:00,"This Company Has Raised Its Guidance, Even as It Braces for ""Significant Pressure"" From Tariffs",https://www.nasdaq.com/articles/company-has-raised-its-guidance-even-it-braces-significant-pressure-tariffs,0,2025-11-19 00:00:00,2025-08-20 00:00:00
TJX,"TJX Companies, Inc. (The)","The TJX Companies, Inc.",NYSE,stocks,9999,6,2025-09-03 17:00:00+00:00,"Macy's Q2 Earnings Beat Estimates, Comps Rise Y/Y, FY25 View Up",https://www.nasdaq.com/articles/macys-q2-earnings-beat-estimates-comps-rise-y-y-fy25-view,0,2025-11-19 00:00:00,2025-08-20 00:00:00
TLT,iShares 20+ Year Treasury Bond ,iShares 20+ Year Treasury Bond ETF,,etf,9999,1,2025-08-25 10:00:00+00:00,ETF Strategies to Follow as Powell Hints at September Rate Cuts,https://www.nasdaq.com/articles/etf-strategies-follow-powell-hints-september-rate-cuts,0,1990-01-01 00:00:00,1990-01-01 00:00:00
